"1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
1,0.00863835500926175,0.0365502044719301,-0.0205499880521665,-0.0059225472540084,-0.0541850172968977,0.0368735427894762,-0.00792288933072705,0.0052131932006319,-0.0136464695491218,-0.0235617700846428,-0.0117873644456485,-0.011160974445407,0.019550206148536,-0.0259758034631935,0.00157879465506736,0.00441919129423734,-0.0193967621177684,0.0306444875788792,-0.0144102316289283,0.0150718266879305,0.0163405248416184,0.0145430051552157,0.0189693003813051,-0.000934108886277259,-0.00638638493183376,-0.00947707870566749,0.00216174990642997,-0.00385989165993665,-0.00368129324631204,-0.00588811107067734,-0.00695692552006614,-0.00362181352396754,-0.00328629258633674,0.00430045329523494,0.0125296523409437,-0.00454439121664612,-0.00717288100029053,0.000695821647730606,-0.0072072704921239,-0.0116159205143607,-0.00354368573196318,-0.0225065218695114,-0.00159685873073382,-0.00853500143353028,0.000835054912041781,0.00294826714776196,-0.0143018721467455,-0.00837033160662571,-0.00117084325840507,-0.00402743496792046,-0.00629065095553033,-0.0131325995024339,0.000488709288150306,0.00448952763018676,-0.00570167387471351,-0.019556863842241,-0.00828774837563788,0.0173070028173195,-0.0028822453916583,-0.000413897375642469,0.0138188033067553,-0.00584604437260533,-0.0196834381656811,-0.0210094458635936,-0.00102072039338441,0.00642326833390438,0.0170451162292659,0.0457255400248511,-0.0130521277864921
