ID,Binomial,Species_record_status,Class,Order,Family,Genus,Species,Subspecies,Authority,Common_name,Red_list_category,Year_assessed,Criteria,ED_score,RL_ID,RL_binomial,Fishbase_ID,Fishbase_binomial
88,Trichosurus_vulpecula,Approved,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,NULL,"Kerr, 1792",Common brush-tailed possum,LC,2015,NULL,12.4501907,40585,Trichosurus vulpecula,NULL,NULL
89,Loxioides_bailleui,Approved,Aves,Passeriformes,Fringillidae,Loxioides,bailleui,NULL,"(Oustalet, 1877)",Palila,CR,2016,A4bce,4.3884690,22720742,Loxioides bailleui,NULL,NULL
90,Telespiza_cantans,Approved,Aves,Passeriformes,Fringillidae,Telespiza,cantans,"","Wilson, 1890",Laysan finch,VU,2018,D2,3.6846350,22720728,Telespiza cantans,NULL,NULL
91,Vini_ultramarina,Approved,Aves,Psittaciformes,Psittacidae,Vini,ultramarina,"","(Kuhl, 1820)",Ultramarine lorikeet,CR,2018,B1ab(iii),2.6677650,22684647,Vini ultramarina,NULL,NULL
92,Pteropus_mariannus,Approved,Mammalia,Chiroptera,Pteropodidae,Pteropus,mariannus,mariannus,"Desmarest, 1822",Mariana fruit bat,EN,2008,"B1ab(iii,v)",5.2452924,18737,Pteropus mariannus,NULL,NULL
93,Gyps_bengalensis,Approved,Aves,Accipitriformes,Accipitridae,Gyps,bengalensis,"","(Gmelin, 1788)",White-rumped vulture,CR,2017,A2bce+4bce,5.4359940,22695194,Gyps bengalensis,NULL,NULL
94,Axis_axis,Approved,Mammalia,Artiodactyla,Cervidae,Axis,axis,NULL,"(Erxleben, 1777)",Chital / Axis deer / Indian spotted deer,LC,2014,NULL,5.9100222,41783,Axis axis,NULL,NULL
95,Axis_porcinus,Approved,Mammalia,Artiodactyla,Cervidae,Axis,porcinus,NULL,"(Zimmermann, 1780)",Hog deer,EN,2014,A2bcd,5.8486671,41784,Axis porcinus,NULL,NULL
96,Bos_frontalis,Approved,Mammalia,Artiodactyla,Bovidae,Bos,frontalis,NULL,"Lambert, 1804",Gaur,VU,2016,A2cd+3cd+4cd,7.5171005,2891,Bos gaurus,NULL,NULL
97,Boselaphus_tragocamelus,Approved,Mammalia,Artiodactyla,Bovidae,Boselaphus,tragocamelus,NULL,"(Pallas, 1766)",Nilgai,LC,2016,NULL,10.6384253,2893,Boselaphus tragocamelus,NULL,NULL
98,Bubalus_bubalis,Approved,Mammalia,Artiodactyla,Bovidae,Bubalus,bubalis,NULL,"Linnaeus, 1758",Asiatic buffalo / Water buffalo,EN,2008,A2cde+3cde+4cde; C1,6.8418587,3129,Bubalus arnee,NULL,NULL
99,Rucervus_duvaucelii,Approved,Mammalia,Artiodactyla,Cervidae,Rucervus,duvaucelii,NULL,"G. Cuvier, 1823",Swamp deer,VU,2015,C1,5.3370539,4257,Rucervus duvaucelii,NULL,NULL
100,Cervus_elaphus,Approved,Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,hanglu,"Wagner, 1844",Red deer / Elk,LC,2015,NULL,5.2557398,55997072,Cervus elaphus,NULL,NULL
101,Rusa_unicolor,Approved,Mammalia,Artiodactyla,Cervidae,Rusa,unicolor,NULL,"Kerr, 1792",Sambar,VU,2014,A2cd+3cd+4cd,5.3344789,41790,Rusa unicolor,NULL,NULL
102,Elephas_maximus,Approved,Mammalia,Proboscidea,Elephantidae,Elephas,maximus,"","Linnaeus, 1758",Asian elephant,EN,2008,A2c,39.6627771,7140,Elephas maximus,NULL,NULL
103,Equus_hemionus,Approved,Mammalia,Perissodactyla,Equidae,Equus,hemionus,khur,"Lesson, 1827",Wild ass / Kulan,NT,2015,NULL,10.8441137,7951,Equus hemionus,NULL,NULL
104,Gazella_bennettii,Approved,Mammalia,Artiodactyla,Bovidae,Gazella,bennettii,NULL,"Sykes, 1830-1831",Chinkara,LC,2016,NULL,3.2379017,8978,Gazella bennettii,NULL,NULL
105,Hemitragus_hylocrius,Approved,Mammalia,Artiodactyla,Bovidae,Hemitragus,hylocrius,NULL,"Ogilby, 1837",Nilgiri tahr,EN,2008,C2a(i),6.3716251,9917,Nilgiritragus hylocrius,NULL,NULL
106,Macaca_silenus,Approved,Mammalia,Primates,Cercopithecidae,Macaca,silenus,NULL,"Linnaeus, 1758",Lion-tailed macaque,EN,2008,C2a(i),5.1037232,12559,Macaca silenus,NULL,NULL
107,Ovis_ammon,Approved,Mammalia,Artiodactyla,Bovidae,Ovis,ammon,polii,"Blyth, 1841",Argali / Kizil-kum sheep,NT,2008,NULL,5.1397954,15733,Ovis ammon,NULL,NULL
108,Ovis_aries,Approved,Mammalia,Artiodactyla,Bovidae,Ovis,aries,NULL,"Linnaeus, 1758",Urial,VU,2008,A2cde,5.3098512,15739,Ovis orientalis,NULL,NULL
109,Panthera_pardus,Approved,Mammalia,Carnivora,Felidae,Panthera,pardus,"","Linnaeus, 1758",Leopard,VU,2015,A2cd,8.2645104,15954,Panthera pardus,NULL,NULL
110,Panthera_tigris,Approved,Mammalia,Carnivora,Felidae,Panthera,tigris,amoyensis,"Hilzheimer, 1905",Tiger,EN,2014,A2abcd; C1,8.3330322,15955,Panthera tigris,NULL,NULL
111,Rhinoceros_sondaicus,Approved,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,sondaicus,annamiticus,"Desmarest, 1822",Javan rhinoceros,CR,2008,C2a(i); D,25.3257286,19495,Rhinoceros sondaicus,NULL,NULL
112,Rhinoceros_unicornis,Approved,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,"","Linnaeus, 1758",Greater one-horned rhino,VU,2008,B1ab(iii),25.3257286,19496,Rhinoceros unicornis,NULL,NULL
113,Tetracerus_quadricornis,Approved,Mammalia,Artiodactyla,Bovidae,Tetracerus,quadricornis,NULL,"de Blainville, 1816",Four-horned antelope,VU,2016,C2a(i),10.6257672,21661,Tetracerus quadricornis,NULL,NULL
114,Trachypithecus_poliocephalus,Approved,Mammalia,Primates,Cercopithecidae,Trachypithecus,poliocephalus,leucocephalus,"Tan, 1955",Francois leaf monkey,CR,2008,A2cd,4.0243713,22045,Trachypithecus poliocephalus,NULL,NULL
115,Trachypithecus_francoisi,Approved,Mammalia,Primates,Cercopithecidae,Trachypithecus,francoisi,"","Pousargues, 1898",François' langur,EN,2008,A2cd,4.0245008,39853,Trachypithecus francoisi,NULL,NULL
116,Agelaius_xanthomus,Approved,Aves,Passeriformes,Icteridae,Agelaius,xanthomus,"","(Sclater, 1862)",Yellow-shouldered blackbird,EN,2016,"B2ab(iii,v)",3.2142690,22724209,Agelaius xanthomus,NULL,NULL
117,Amazona_arausiaca,Approved,Aves,Psittaciformes,Psittacidae,Amazona,arausiaca,NULL,"(Müller, 1776)",Red-necked amazon,VU,2016,D1+2,2.6012500,22686395,Amazona arausiaca,NULL,NULL
118,Amazona_leucocephala,Approved,Aves,Psittaciformes,Psittacidae,Amazona,leucocephala,bahamensis,"(Linnaeus, 1758)",Cuban amazon,NT,2016,A2cd,2.8250350,22686201,Amazona leucocephala,NULL,NULL
119,Amazona_barbadensis,Approved,Aves,Psittaciformes,Psittacidae,Amazona,barbadensis,"","(Gmelin, 1788)",Yellow-shouldered amazon,VU,2016,"B1ab(i,ii,iii)",3.1737770,22686325,Amazona barbadensis,NULL,NULL
120,Amazona_versicolor,Approved,Aves,Psittaciformes,Psittacidae,Amazona,versicolor,NULL,"(Müller, 1776)",St Lucia amazon,VU,2016,D1+2,2.6071370,22686387,Amazona versicolor,NULL,NULL
121,Amazona_vittata,Approved,Aves,Psittaciformes,Psittacidae,Amazona,vittata,"","(Boddaert, 1783)",Puerto rican amazon,CR,2018,D,2.8629920,22686239,Amazona vittata,NULL,NULL
122,Buteo_platypterus,Approved,Aves,Accipitriformes,Accipitridae,Buteo,platypterus,brunnescens,"(Vieillot, 1823)",Broad-winged hawk,LC,2016,NULL,4.8275180,22695891,Buteo platypterus,NULL,NULL
123,Catagonus_wagneri,Approved,Mammalia,Artiodactyla,Tayassuidae,Catagonus,wagneri,"","Rusconi, 1930",Chacoan peccary,EN,2011,A3cd+4cd,23.8817380,4015,Catagonus wagneri,NULL,NULL
124,Hippocamelus_bisulcus,Approved,Mammalia,Artiodactyla,Cervidae,Hippocamelus,bisulcus,NULL,"Molina, 1782",South Andean deer / Huemul,EN,2015,"B2ab(i,ii,iii,iv,v); C2a(i)",4.5844185,10054,Hippocamelus bisulcus,NULL,NULL
125,Leontopithecus_chrysomelas,Approved,Mammalia,Primates,Cebidae,Leontopithecus,chrysomelas,NULL,"(Kuhl, 1820)",Golden-headed lion tamarin,EN,2008,A2c,4.8380278,40643,Leontopithecus chrysomelas,NULL,NULL
126,Saimiri_oerstedii,Approved,Mammalia,Primates,Cebidae,Saimiri,oerstedii,"","(Reinhardt, 1872)",Black-crowned Central American squirrel monkey,VU,2008,"B1ab(ii,iii)",5.5857577,19836,Saimiri oerstedii,NULL,NULL
127,Tapirus_bairdii,Approved,Mammalia,Perissodactyla,Tapiridae,Tapirus,bairdii,"","Gill, 1865",Baird's tapir / Central American tapir,EN,2014,A2abcd+3bcde,37.4972294,21471,Tapirus bairdii,NULL,NULL
128,Vicugna_vicugna,Approved,Mammalia,Artiodactyla,Camelidae,Vicugna,vicugna,NULL,"(Molina, 1782)",Vicuna,LC,2008,NULL,22.4647831,22956,Vicugna vicugna,NULL,NULL
129,Cyclura_cornuta,Approved,Reptilia,Squamata,Iguanidae,Cyclura,cornuta,stejnegeri,"(Bonnaterre, 1789)",Rhinoceros iguana / Mona Island lizard,VU,1996,A1acde,9.0471661,6042,Cyclura cornuta,NULL,NULL
130,Cyclura_pinguis,Approved,Reptilia,Squamata,Iguanidae,Cyclura,pinguis,"","Barbour, 1917",Anegada iguana,CR,1996,"A1abcde, B1+2abce, C1+2b",11.9486799,6031,Cyclura pinguis,NULL,NULL
131,Linaria_cannabina,Approved,Aves,Passeriformes,Fringillidae,Linaria,cannabina,NULL,"(Linnaeus, 1758)",Common linnet,LC,2018,NULL,4.0832360,22720441,Linaria cannabina,NULL,NULL
132,Accipiter_gentilis,Approved,Aves,Accipitriformes,Accipitridae,Accipiter,gentilis,"","(Linnaeus, 1758)",Northern goshawk,LC,2016,NULL,8.8109810,22695683,Accipiter gentilis,NULL,NULL
133,Accipiter_nisus,Approved,Aves,Accipitriformes,Accipitridae,Accipiter,nisus,NULL,"(Linnaeus, 1758)",Eurasian sparrowhawk,LC,2016,NULL,6.7169420,22695624,Accipiter nisus,NULL,NULL
134,Alauda_arvensis,Approved,Aves,Passeriformes,Alaudidae,Alauda,arvensis,NULL,"Linnaeus, 1758",Eurasian skylark,LC,2018,NULL,5.3512890,102998555,Alauda arvensis,NULL,NULL
135,Anser_albifrons,Approved,Aves,Anseriformes,Anatidae,Anser,albifrons,NULL,"(Scopoli, 1769)",Greater white-fronted goose,LC,2016,NULL,2.8835380,22679881,Anser albifrons,NULL,NULL
136,Anser_brachyrhynchus,Approved,Aves,Anseriformes,Anatidae,Anser,brachyrhynchus,NULL,"Baillon, 1834",Pink-footed goose,LC,2016,NULL,2.5153310,22679872,Anser brachyrhynchus,NULL,NULL
137,Anser_erythropus,Approved,Aves,Anseriformes,Anatidae,Anser,erythropus,"","(Linnaeus, 1758)",Lesser white-fronted goose,VU,2018,A2bcd+3bcd+4bcd,2.2890690,22679886,Anser erythropus,NULL,NULL
138,Anser_fabalis,Approved,Aves,Anseriformes,Anatidae,Anser,fabalis,NULL,"(Latham, 1787)",Bean goose,LC,2018,NULL,2.7690050,22679875,Anser fabalis,NULL,NULL
139,Anthus_trivialis,Approved,Aves,Passeriformes,Motacillidae,Anthus,trivialis,NULL,"(Linnaeus, 1758)",Tree pipit,LC,2018,NULL,5.6576710,22718546,Anthus trivialis,NULL,NULL
140,Apus_apus,Approved,Aves,Caprimulgiformes,Apodidae,Apus,apus,NULL,"(Linnaeus, 1758)",Common swift,LC,2016,NULL,6.7247030,22686800,Apus apus,NULL,NULL
141,Aquila_chrysaetos,Approved,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,"","(Linnaeus, 1758)",Golden eagle,LC,2016,NULL,8.2364210,22696060,Aquila chrysaetos,NULL,NULL
142,Clanga_pomarina,Approved,Aves,Accipitriformes,Accipitridae,Clanga,pomarina,"","(Brehm, 1831)",Lesser spotted eagle,LC,2016,NULL,5.1597840,22696022,Clanga pomarina,NULL,NULL
143,Branta_bernicla,Approved,Aves,Anseriformes,Anatidae,Branta,bernicla,bernicla,"(Linnaeus, 1758)",Brent goose,LC,2016,NULL,5.0048010,22679946,Branta bernicla,NULL,NULL
144,Branta_canadensis,Approved,Aves,Anseriformes,Anatidae,Branta,canadensis,"","(Linnaeus, 1758)",Canada goose,LC,2018,NULL,3.4473910,22679935,Branta canadensis,NULL,NULL
145,Branta_leucopsis,Approved,Aves,Anseriformes,Anatidae,Branta,leucopsis,"","(Bechstein, 1803)",Barnacle goose,LC,2018,NULL,3.2867360,22679943,Branta leucopsis,NULL,NULL
146,Branta_ruficollis,Approved,Aves,Anseriformes,Anatidae,Branta,ruficollis,"","(Pallas, 1769)",Red-breasted goose,VU,2016,A2bcd+3bcd+4bcd,4.9799700,22679954,Branta ruficollis,NULL,NULL
147,Bonasa_bonasia,Approved,Aves,Galliformes,Phasianidae,Bonasa,bonasia,NULL,"(Linnaeus, 1758)",Hazel grouse,LC,2016,NULL,6.4146890,22679494,Bonasa bonasia,NULL,NULL
148,Burhinus_oedicnemus,Approved,Aves,Charadriiformes,Burhinidae,Burhinus,oedicnemus,NULL,"(Linnaeus, 1758)",Eurasian thick-knee / Stone curlew,LC,2018,NULL,15.4109100,45111439,Burhinus oedicnemus,NULL,NULL
149,Buteo_buteo,Approved,Aves,Accipitriformes,Accipitridae,Buteo,buteo,"","(Linnaeus, 1758)",Eurasian buzzard,LC,2016,NULL,1.8687820,61695117,Buteo buteo,NULL,NULL
150,Buteo_lagopus,Approved,Aves,Accipitriformes,Accipitridae,Buteo,lagopus,"","(Pontoppidan, 1763)",Rough-legged buzzard,LC,2016,NULL,2.9571720,22695973,Buteo lagopus,NULL,NULL
151,Calidris_temminckii,Approved,Aves,Charadriiformes,Scolopacidae,Calidris,temminckii,NULL,"(Leisler, 1812)",Temminck's stint,LC,2016,NULL,12.8315200,22693388,Calidris temminckii,NULL,NULL
152,Chloris_chloris,Approved,Aves,Passeriformes,Fringillidae,Chloris,chloris,NULL,"(Linnaeus, 1758)",European greenfinch,LC,2018,NULL,4.0832360,22720330,Chloris chloris,NULL,NULL
153,Acanthis_flammea,Approved,Aves,Passeriformes,Fringillidae,Acanthis,flammea,"","(Linnaeus, 1758)",Redpoll,LC,2018,NULL,4.0832360,22725044,Acanthis flammea,NULL,NULL
154,Spinus_spinus,Approved,Aves,Passeriformes,Fringillidae,Spinus,spinus,NULL,"(Linnaeus, 1758)",Eurasian siskin,LC,2016,NULL,4.0832360,22720354,Spinus spinus,NULL,NULL
155,Certhia_familiaris,Approved,Aves,Passeriformes,Certhiidae,Certhia,familiaris,NULL,"Linnaeus, 1758",Eurasian treecreeper,LC,2016,NULL,7.1087390,22735060,Certhia familiaris,NULL,NULL
156,Circus_aeruginosus,Approved,Aves,Accipitriformes,Accipitridae,Circus,aeruginosus,"","(Linnaeus, 1758)",Western marsh-harrier,LC,2016,NULL,4.7599140,22695344,Circus aeruginosus,NULL,NULL
157,Columba_livia,Approved,Aves,Columbiformes,Columbidae,Columba,livia,NULL,"Gmelin, 1789",Rock dove,LC,2016,NULL,4.5102910,22690066,Columba livia,NULL,NULL
158,Columba_oenas,Approved,Aves,Columbiformes,Columbidae,Columba,oenas,NULL,"Linnaeus, 1758",Stock dove,LC,2016,NULL,6.2379720,22690088,Columba oenas,NULL,NULL
159,Columba_palumbus,Approved,Aves,Columbiformes,Columbidae,Columba,palumbus,NULL,"Linnaeus, 1758",Common woodpigeon,LC,2018,NULL,5.4211090,22690103,Columba palumbus,NULL,NULL
160,Corvus_corax,Approved,Aves,Passeriformes,Corvidae,Corvus,corax,NULL,"Linnaeus, 1758",Common raven,LC,2016,NULL,2.7452690,22706068,Corvus corax,NULL,NULL
161,Corvus_corone,Approved,Aves,Passeriformes,Corvidae,Corvus,corone,NULL,"Linnaeus, 1758",Carrion crow,LC,2016,NULL,3.5561850,22706016,Corvus corone,NULL,NULL
162,Corvus_monedula,Approved,Aves,Passeriformes,Corvidae,Corvus,monedula,NULL,"Linnaeus, 1758",Eurasian jackdaw,LC,2018,NULL,3.8612400,22705929,Corvus monedula,NULL,NULL
163,Crex_crex,Approved,Aves,Gruiformes,Rallidae,Crex,crex,"","(Linnaeus, 1758)",Corncrake,LC,2016,NULL,9.4524940,22692543,Crex crex,NULL,NULL
164,Cuculus_canorus,Approved,Aves,Cuculiformes,Cuculidae,Cuculus,canorus,NULL,"Linnaeus, 1758",Common cuckoo,LC,2016,NULL,5.2252390,22683873,Cuculus canorus,NULL,NULL
165,Delichon_urbicum,Approved,Aves,Passeriformes,Hirundinidae,Delichon,urbicum,NULL,"(Linnaeus, 1758)",Northern house martin,LC,2016,NULL,7.9551400,103811886,Delichon urbicum,NULL,NULL
166,Dendrocopos_leucotos,Approved,Aves,Piciformes,Picidae,Dendrocopos,leucotos,"","(Bechstein, 1803)",White-backed woodpecker,LC,2016,NULL,3.2301650,22727124,Dendrocopos leucotos,NULL,NULL
167,Dendrocopos_major,Approved,Aves,Piciformes,Picidae,Dendrocopos,major,NULL,"(Linnaeus, 1758)",Great spotted woodpecker,LC,2016,NULL,3.1396340,22681124,Dendrocopos major,NULL,NULL
168,Dryocopus_martius,Approved,Aves,Piciformes,Picidae,Dryocopus,martius,NULL,"(Linnaeus, 1758)",Black woodpecker,LC,2016,NULL,4.3464270,22681382,Dryocopus martius,NULL,NULL
169,Emberiza_cirlus,Approved,Aves,Passeriformes,Emberizidae,Emberiza,cirlus,NULL,"Linnaeus, 1766",Cirl bunting,LC,2018,NULL,5.3928140,22720888,Emberiza cirlus,NULL,NULL
170,Emberiza_schoeniclus,Approved,Aves,Passeriformes,Emberizidae,Emberiza,schoeniclus,NULL,"(Linnaeus, 1758)",Reed bunting,LC,2018,NULL,4.9097640,22721012,Emberiza schoeniclus,NULL,NULL
171,Emberiza_citrinella,Approved,Aves,Passeriformes,Emberizidae,Emberiza,citrinella,NULL,"Linnaeus, 1758",Yellowhammer,LC,2016,NULL,3.4452750,22720878,Emberiza citrinella,NULL,NULL
172,Erithacus_rubecula,Approved,Aves,Passeriformes,Muscicapidae,Erithacus,rubecula,NULL,"(Linnaeus, 1758)",European robin,LC,2018,NULL,9.8466520,22709675,Erithacus rubecula,NULL,NULL
173,Falco_peregrinus,Approved,Aves,Falconiformes,Falconidae,Falco,peregrinus,"","Tunstall, 1771",Peregrine falcon,LC,2016,NULL,3.9326770,45354964,Falco peregrinus,NULL,NULL
174,Falco_subbuteo,Approved,Aves,Falconiformes,Falconidae,Falco,subbuteo,"","Linnaeus, 1758",Eurasian hobby,LC,2016,NULL,4.0725360,22696460,Falco subbuteo,NULL,NULL
175,Falco_tinnunculus,Approved,Aves,Falconiformes,Falconidae,Falco,tinnunculus,"","Linnaeus, 1758",Common kestrel,LC,2016,NULL,4.3932550,22696362,Falco tinnunculus,NULL,NULL
176,Ficedula_hypoleuca,Approved,Aves,Passeriformes,Muscicapidae,Ficedula,hypoleuca,NULL,"(Pallas, 1764)",European pied flycatcher,LC,2018,NULL,4.4063150,22709308,Ficedula hypoleuca,NULL,NULL
177,Fringilla_coelebs,Approved,Aves,Passeriformes,Fringillidae,Fringilla,coelebs,NULL,"Linnaeus, 1758",Common chaffinch,LC,2018,NULL,9.9462020,22720030,Fringilla coelebs,NULL,NULL
178,Fringilla_montifringilla,Approved,Aves,Passeriformes,Fringillidae,Fringilla,montifringilla,NULL,"Linnaeus, 1758",Brambling,LC,2016,NULL,10.8790200,22720041,Fringilla montifringilla,NULL,NULL
179,Garrulus_glandarius,Approved,Aves,Passeriformes,Corvidae,Garrulus,glandarius,NULL,"(Linnaeus, 1758)",Eurasian jay,LC,2016,NULL,7.5064020,103723684,Garrulus glandarius,NULL,NULL
180,Geronticus_eremita,Approved,Aves,Pelecaniformes,Threskiornithidae,Geronticus,eremita,"","(Linnaeus, 1758)",Northern bald ibis,EN,2018,D,19.1360400,22697488,Geronticus eremita,NULL,NULL
181,Aquila_fasciata,Approved,Aves,Accipitriformes,Accipitridae,Aquila,fasciata,NULL,"(Vieillot, 1822)",Bonelli's eagle,LC,2016,NULL,4.9360660,22696076,Aquila fasciata,NULL,NULL
182,Hippolais_icterina,Approved,Aves,Passeriformes,Acrocephalidae,Hippolais,icterina,NULL,"(Vieillot, 1817)",Icterine warbler,LC,2016,NULL,7.2526720,22714916,Hippolais icterina,NULL,NULL
183,Hirundo_rustica,Approved,Aves,Passeriformes,Hirundinidae,Hirundo,rustica,NULL,"Linnaeus, 1758",Barn swallow,LC,2016,NULL,3.3348290,22712252,Hirundo rustica,NULL,NULL
184,Jynx_torquilla,Approved,Aves,Piciformes,Picidae,Jynx,torquilla,NULL,"Linnaeus, 1758",Eurasian wryneck,LC,2016,NULL,9.5401310,22680683,Jynx torquilla,NULL,NULL
185,Lagopus_lagopus,Approved,Aves,Galliformes,Phasianidae,Lagopus,lagopus,"","(Linnaeus, 1758)",Willow grouse,LC,2016,NULL,5.2816320,22679460,Lagopus lagopus,NULL,NULL
186,Lanius_collurio,Approved,Aves,Passeriformes,Laniidae,Lanius,collurio,NULL,"Linnaeus, 1758",Red-backed shrike,LC,2016,NULL,4.2259410,22705001,Lanius collurio,NULL,NULL
187,Lullula_arborea,Approved,Aves,Passeriformes,Alaudidae,Lullula,arborea,NULL,"(Linnaeus, 1758)",Woodlark,LC,2016,NULL,8.4758110,22717411,Lullula arborea,NULL,NULL
188,Luscinia_luscinia,Approved,Aves,Passeriformes,Muscicapidae,Luscinia,luscinia,NULL,"(Linnaeus, 1758)",Thrush nightingale,LC,2016,NULL,6.8696390,22709691,Luscinia luscinia,NULL,NULL
189,Lyrurus_tetrix,Approved,Aves,Galliformes,Phasianidae,Lyrurus,tetrix,NULL,"(Linnaeus, 1758)",Black grouse,LC,2016,NULL,4.1602670,22679480,Lyrurus tetrix,NULL,NULL
190,Emberiza_calandra,Approved,Aves,Passeriformes,Emberizidae,Emberiza,calandra,NULL,"Linnaeus, 1758",Corn bunting,LC,2018,NULL,5.1823960,22721020,Emberiza calandra,NULL,NULL
191,Milvus_milvus,Approved,Aves,Accipitriformes,Accipitridae,Milvus,milvus,NULL,"(Linnaeus, 1758)",Red kite,NT,2018,A2bce+3bce+4bce,8.6347450,22695072,Milvus milvus,NULL,NULL
192,Motacilla_alba,Approved,Aves,Passeriformes,Motacillidae,Motacilla,alba,NULL,"Linnaeus, 1758",White wagtail,LC,2016,NULL,5.1921270,22718348,Motacilla alba,NULL,NULL
193,Muscicapa_striata,Approved,Aves,Passeriformes,Muscicapidae,Muscicapa,striata,NULL,"(Pallas, 1764)",Spotted flycatcher,LC,2018,NULL,5.3257840,22709192,Muscicapa striata,NULL,NULL
194,Neophron_percnopterus,Approved,Aves,Accipitriformes,Accipitridae,Neophron,percnopterus,"","(Linnaeus, 1758)",Egyptian vulture,EN,2016,A2bcde+3bcde,18.5556500,22695180,Neophron percnopterus,NULL,NULL
195,Nucifraga_caryocatactes,Approved,Aves,Passeriformes,Corvidae,Nucifraga,caryocatactes,NULL,"(Linnaeus, 1758)",Northern nutcracker,LC,2016,NULL,6.1837590,103727252,Nucifraga caryocatactes,NULL,NULL
196,Numenius_arquata,Approved,Aves,Charadriiformes,Scolopacidae,Numenius,arquata,NULL,"(Linnaeus, 1758)",Eurasian curlew,NT,2017,A2bcd+3bcd+4bcd,7.8203270,22693190,Numenius arquata,NULL,NULL
197,Numenius_phaeopus,Approved,Aves,Charadriiformes,Scolopacidae,Numenius,phaeopus,"","(Linnaeus, 1758)",Whimbrel,LC,2016,NULL,11.8864200,22693178,Numenius phaeopus,NULL,NULL
198,Oenanthe_oenanthe,Approved,Aves,Passeriformes,Muscicapidae,Oenanthe,oenanthe,"","(Linnaeus, 1758)",Northern wheatear,LC,2018,NULL,4.3121960,103773898,Oenanthe oenanthe,NULL,NULL
199,Otis_tarda,Approved,Aves,Otidiformes,Otididae,Otis,tarda,"","Linnaeus, 1758",Great bustard,VU,2017,A3cd+4cd,18.6606800,22691900,Otis tarda,NULL,NULL
200,Periparus_ater,Approved,Aves,Passeriformes,Paridae,Periparus,ater,NULL,"(Linnaeus, 1758)",Coal tit,LC,2016,NULL,8.6931100,22735965,Periparus ater,NULL,NULL
201,Cyanistes_caeruleus,Approved,Aves,Passeriformes,Paridae,Cyanistes,caeruleus,NULL,"(Linnaeus, 1758)",Eurasian blue tit,LC,2016,NULL,8.6931100,103761667,Cyanistes caeruleus,NULL,NULL
202,Lophophanes_cristatus,Approved,Aves,Passeriformes,Paridae,Lophophanes,cristatus,NULL,"(Linnaeus, 1758)",Crested tit,LC,2016,NULL,8.6931100,22711810,Lophophanes cristatus,NULL,NULL
203,Parus_major,Approved,Aves,Passeriformes,Paridae,Parus,major,NULL,"Linnaeus, 1758",Great tit,LC,2016,NULL,8.6031950,22735990,Parus major,NULL,NULL
204,Poecile_montanus,Approved,Aves,Passeriformes,Paridae,Poecile,montanus,NULL,"(Conrad von Baldenstein, 1827)",Willow tit,LC,2016,NULL,8.6931100,22711703,Poecile montanus,NULL,NULL
205,Poecile_palustris,Approved,Aves,Passeriformes,Paridae,Poecile,palustris,NULL,"(Linnaeus, 1758)",Marsh tit,LC,2016,NULL,8.6931100,22735995,Poecile palustris,NULL,NULL
206,Passer_domesticus,Approved,Aves,Passeriformes,Passeridae,Passer,domesticus,NULL,"(Linnaeus, 1758)",House sparrow,LC,2016,NULL,4.0336520,103818789,Passer domesticus,NULL,NULL
207,Passer_montanus,Approved,Aves,Passeriformes,Passeridae,Passer,montanus,NULL,"(Linnaeus, 1758)",Eurasian tree sparrow,LC,2016,NULL,5.3241010,22718270,Passer montanus,NULL,NULL
208,Perdix_perdix,Approved,Aves,Galliformes,Phasianidae,Perdix,perdix,NULL,"(Linnaeus, 1758)",Grey partridge,LC,2016,NULL,5.8023130,22678911,Perdix perdix,NULL,NULL
209,Phasianus_colchicus,Approved,Aves,Galliformes,Phasianidae,Phasianus,colchicus,NULL,"(Linnaeus, 1758)",Common pheasant,LC,2016,NULL,5.2791630,45100023,Phasianus colchicus,NULL,NULL
210,Phoenicurus_phoenicurus,Approved,Aves,Passeriformes,Muscicapidae,Phoenicurus,phoenicurus,NULL,"(Linnaeus, 1758)",Common redstart,LC,2016,NULL,5.5604450,22710055,Phoenicurus phoenicurus,NULL,NULL
211,Phylloscopus_collybita,Approved,Aves,Passeriformes,Phylloscopidae,Phylloscopus,collybita,NULL,"(Vieillot, 1817)",Common chiffchaff,LC,2016,NULL,4.0821010,103843725,Phylloscopus collybita,NULL,NULL
212,Phylloscopus_sibilatrix,Approved,Aves,Passeriformes,Phylloscopidae,Phylloscopus,sibilatrix,NULL,"(Bechstein, 1793)",Wood warbler,LC,2016,NULL,5.8398130,22715260,Phylloscopus sibilatrix,NULL,NULL
213,Phylloscopus_trochiloides,Approved,Aves,Passeriformes,Phylloscopidae,Phylloscopus,trochiloides,NULL,"(Sundevall, 1837)",Greenish warbler,LC,2016,NULL,4.8654590,103845399,Phylloscopus trochiloides,NULL,NULL
