population_id,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1843,1,-0.00940421738497521,-0.0142310477620631,-0.0209066137515542,-0.0230782234513355,-0.0159218525906473,-0.00093415233096214,0.014932853725502,0.0252582377944501,0.0286952575625199,0.0272758111132569,0.0217841865260481,0.0109247360594818,-0.005100863960459,-0.0226730921021232,-0.0379993537012362,-0.0510799514972388,-0.0643697969157211,-0.0773232998741955,-0.0839160614572549,-0.0768875127223062,-0.0545076669330004,-0.0229270450848467,0.00811690652931904,0.0322865404501197,0.0503938665470367,0.0678403596698049,0.0879273302476933,0.107296277195033,0.118817128164968,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2919,1,0.0442115718890572,0.0355714775670792,0.0114341939362106,-0.0215712258824201,-0.0395046972678186,-0.0249562984009075,0.00990106547140623,0.0328013799510742,0.0238531863889881,-0.00763616033515602,-0.0388724102993545,-0.0581004891866268,-0.0675159329855388,-0.0667632965576339,-0.0467227379814714,-0.00719468531884804,0.0284265813960123,0.0324433395181019,0.00706922569492852,-0.0183506373843945,-0.0297165698913906,-0.0441797792279939,-0.0657156857577426,-0.0507634390771097,0.0399669285480186,0.162073347426516,0.21128307958112,0.146095272669074,0.0449397869141612,0.00914486753347177,0.0429966621225768,0.0730227188928909,0.0594853605358341,0.0296292266344764,0.00707456756901426,-0.025735047307939,-0.0753662447010264,-0.104523855097246,-0.0884311455242486,-0.0633261879446501,-0.0746355987970722,-0.104494214383223,-0.0983226587162482,-0.0471852545655524,0.00471230045980997,0.0273587079520192,0.0306117920767845,0.0216360044276502,-0.0109844187582393,-0.0547971211402087,-0.0634695049205622,-0.0202003549672414,0.0233413884151581,0.00757194399580108,-0.0569399934642449,-0.106132851370982,-0.103054054580845,-0.0693494130736994,-0.0441730580617772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3202,1,0.0443761271851804,0.0389767093349351,0.0268341038453621,0.00343365354603975,-0.0323935522004337,-0.0646072357939134,-0.0654645967039191,-0.0253958557305132,0.0302565212032184,0.0649467939381414,0.0669979379509367,0.0530632360551211,0.0411939579033742,0.0335796160046331,0.0249523953318023,0.0137104674910455,-0.000597074571274447,-0.0202466964209007,-0.0418658979193705,-0.0523941859886148,-0.0408909762398482,-0.0123365670587603,0.0154930773265298,0.0270216006174366,0.017944538611077,-0.00520259858804284,-0.0277044641598696,-0.0325182162027646,-0.0131141730419535,0.0174911292839139,0.0365206709450665,0.0329284050391321,0.0160550609985042,0.0028906068144412,0.00189223626954371,0.0105691686842131,0.0225895464404537,0.0323417685671381,0.0359727297135408,0.0336481500191437,0.0306152167119009,0.0321593342123268,0.0363040483180472,0.0330492597586018,0.0120328229964812,-0.0276825700478072,-0.0732087758995523,-0.103743607626702,-0.105923687048011,-0.0869636079599649,-0.0693509742891623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3488,1,0.0566731914184149,0.0274214799084402,-0.00955162708314838,-0.0237890110652763,-0.00800291428282374,0.012711868126696,0.0099293346083813,-0.0132559036339981,-0.0274628478083756,-0.0189900590306278,-0.0113536105254328,-0.0332716302633862,-0.0763952528232659,-0.103011133544221,-0.0921847021285234,-0.0596037813071053,-0.0315199284222418,-0.0211865915212037,-0.0379963322541419,-0.0928568306602053,-0.170356685139107,-0.213321545657087,-0.171138548680636,-0.0641528520095305,0.033682234953011,0.0861256757503676,0.131546676860681,0.200769038452031,0.233205410410656,0.136151174764536,-0.0683176143442621,-0.217836012803184,-0.175724641904685,0.007706923121926,0.153022507700275,0.162474391837905,0.111055579712851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3743,1,-0.0340076868111252,-0.0334689714398362,-0.0329364402666084,-0.0327876861362575,-0.0327983438160477,-0.0327629729558092,-0.0327940160706506,-0.0325477670182845,-0.0308254782791351,-0.0265831043032994,-0.0199594100754075,-0.0117913185761731,-0.00252554385671866,0.00773991646549499,0.0184138506300826,0.0283890629335644,0.0369606693313278,0.0443148269571045,0.0510426378670839,0.0574556004719065,0.0632624101542318,0.0675317326389324,0.069082103931418,0.0673694979814314,0.0629991489072879,0.0570375958694802,0.0499621154239449,0.0417063016719643,0.0324905844802448,0.0228827217863898,0.0130579170354617,0.00280279739680811,-0.00753699199607372,-0.0168775328912201,-0.0245431711306097,-0.0309066843019696,-0.0363757292046376,-0.0403663245556336,-0.0420143907721027,-0.041566541536918,-0.0403681475228561,-0.039603061749121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3744,1,-0.00332042355168749,-0.00326793989088348,-0.00317159717620186,-0.00304477569449446,-0.00288488662623809,-0.00268362866306315,-0.002447555509967,-0.00219174880832274,-0.00191990091259964,-0.00162512259449521,-0.00130653132276048,-0.000969665034370237,-0.000609892490655461,-0.000209891156735864,0.000241537330344599,0.000739138305720921,0.00127493357519359,0.00185165126857978,0.00247444020775145,0.00313706969663485,0.00382449087132475,0.00452138744541486,0.00520788478989775,0.00585400348580745,0.00643417007871872,0.0069481185384026,0.00741571516702066,0.0078501184979487,0.00824817150314239,0.00860894860766059,0.00894546466756019,0.00926776211198366,0.00956535693950045,0.00981832410264438,0.0100178837299234,0.010163972974258,0.0102515558996608,0.010278991605702,0.0102689725387766,0.0102604370313246,0.0102719006613645,0.0102876510156298,0.0102885500476315,0.0102807031564716,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3746,1,0.0570739635579244,-0.0333727810971915,-0.157333591273098,-0.208893768406661,-0.121132338879714,0.0606345094311038,0.195800114707821,0.170263211284795,0.0278636025607225,-0.0561637342062295,0.0165551652045129,0.12210374826989,0.0675280458290292,-0.121024023415592,-0.196917644147205,-0.038865844179542,0.138534719755356,0.0648553486968367,-0.17869207100704,-0.23662350694873,0.0251803872608292,0.311195853082793,0.287810134844117,0.0154349165609814,-0.178788583865233,-0.150537542976176,-0.046797576414725,0.00023514270539482,0.0480819414312749,0.146579209176956,0.176512962356438,0.0386335324253757,-0.130637897739746,-0.119195052627041,0.045739940804331,0.129310816064692,0.0299474740429978,-0.0919945896299606,-0.0745316505821846,0.0163025832743725,0.0142262850779426,-0.104973532088854,-0.228293969852683,-0.282503219662523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3748,1,0.0250266138778965,0.0250266138778956,0.0250266138778761,0.0250266138778463,0.025026613877789,0.02502661387771,0.0250266138776167,0.0250266138775208,0.025026613877428,0.0250266138773427,0.0250266138772797,0.0250266138772508,0.0250266138772628,0.0250266138773174,0.0250266138774156,0.0250266138775639,0.0250266138777566,0.0250266138779862,0.0250266138782571,0.0250266138785475,0.025026613878862,0.0250266138791861,0.0250266138795259,0.0250266138798785,0.0250266138802426,0.0250266138806232,0.0250266138810149,0.0250266138814217,0.0250266138818356,0.0250266138822628,0.0250266138826882,0.0250266138831208,0.0250266138835507,0.0250266138839645,0.0250266138843527,0.0250266138847062,0.0250266138850161,0.0250266138852808,0.0250266138854931,0.0250266138856468,0.0250266138857516,0.0250266138858173,0.0250266138858484,0.0250266138858661,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3749,1,0.0573585279744973,0.0573585279744724,0.0573585279744968,0.0573585279744724,0.0573585279744973,0.0573585279744724,0.0573585279744973,0.0573585279744724,0.0573585279744973,0.0573585279744724,0.0573585279744968,0.0573585279744973,0.0573585279744724,0.0573585279744973,0.0573585279744724,0.0573585279744973,0.0573585279744724,0.0573585279744968,0.0573585279744724,0.0573585279744973,0.0573585279744724,0.0573585279744973,0.0573585279744724,0.0573585279744973,0.0573585279744968,0.0573585279744724,0.0573585279744973,0.0573585279744724,0.0573585279744973,0.0573585279744724,0.0573585279744968,0.0573585279744728,0.0573585279744968,0.0573585279744728,0.0573585279744968,0.0573585279744968,0.0573585279744728,0.0573585279744968,0.0573585279744728,0.0573585279744968,0.0573585279744728,0.0573585279744968,0.0573585279744719,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3750,1,-0.0164801294561254,-0.0164549285955538,-0.0162984760353879,-0.0158986552234266,-0.0152310110444667,-0.0143506152281629,-0.0132970060423219,-0.012032717441838,-0.0104935631241849,-0.00867572502699332,-0.00663073197179109,-0.00437571441250917,-0.00186103783521663,0.000940154218120881,0.0039410150156165,0.00697910097072718,0.00992716556236495,0.0127236542840299,0.0153091822825386,0.0176012443568876,0.019559669817637,0.0212319659363525,0.0226964191810826,0.0239897561508071,0.0251270028203443,0.0261605057623377,0.0271615905404508,0.0281529915209831,0.0291188269630407,0.0300878549396391,0.0311420813686007,0.0323065738488602,0.033475423879918,0.0344924175727916,0.0352775564885235,0.0358329694944866,0.0361600501087418,0.0362450772778082,0.0361279028229609,0.0359138943485053,0.0356881525329937,0.0354668253926773,0.035261804754545,0.0351341142234745,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
