"LPI_final" "CI_low" "CI_high"
"1950" 1 1 1
"1951" 1.10133239656958 0.973486086868313 1.33059027887625
"1952" 1.1062692611867 0.953475350801237 1.32439518339603
"1953" 1.05935430763958 0.904909252424602 1.28693935301241
"1954" 1.03827682416752 0.883898780575634 1.26277310785223
"1955" 1.05494309708004 0.881980808173215 1.28917102696598
"1956" 1.07349256384616 0.899724904864124 1.31561229952222
"1957" 1.07740980711427 0.904908647378095 1.33763655066422
"1958" 1.064866137302 0.887865152206583 1.34121983431108
"1959" 1.05292537868869 0.878996696363518 1.31603990562149
"1960" 1.04912158000481 0.86113647876939 1.32628859709635
"1961" 1.05529739543513 0.872997283443278 1.33622156555304
"1962" 1.07414927930136 0.888250033475439 1.35438012187938
"1963" 1.08230787916922 0.883841607435908 1.37293991708032
"1964" 1.07594304128038 0.875544702888697 1.37360817164894
"1965" 1.04526269216501 0.841313632448557 1.33174274562896
"1966" 1.03819072030752 0.833731742468895 1.31935830849707
"1967" 1.03567055259468 0.828926932189515 1.31536316863649
"1968" 1.04825336275879 0.838670158431023 1.29986774762501
"1969" 1.07791389379925 0.869720831272328 1.33266629852459
"1970" 1.1150824768473 0.890957397483147 1.41005984902106
"1971" 1.15115607010698 0.918001338147502 1.46004983046933
"1972" 1.17821175640879 0.94076216780639 1.49853932165438
"1973" 1.19086101413621 0.954853315629294 1.52163082497681
"1974" 1.19076964179699 0.948773933709315 1.5178242882964
"1975" 1.18384673859137 0.942890972234194 1.51224883085071
"1976" 1.18022936824624 0.945216500619988 1.50740584216383
"1977" 1.1845668011587 0.952312291979872 1.51642608348137
"1978" 1.19632843287293 0.957145557098744 1.52684786237625
"1979" 1.20110297326503 0.957461552004619 1.52524933901864
"1980" 1.199596398511 0.95849560756658 1.51760468767824
"1981" 1.1917275729999 0.949507610111377 1.50617817550844
"1982" 1.17921001287919 0.936280047257979 1.48962387535317
"1983" 1.17670370747538 0.936406473401419 1.48080507657246
"1984" 1.18658169844428 0.93776934406885 1.49673937520864
"1985" 1.19646201790671 0.946039521574344 1.51051518718504
"1986" 1.1952434407343 0.945280544436156 1.503830389082
"1987" 1.17952822922984 0.93353213546422 1.47577872174737
"1988" 1.16128345747447 0.914593218569723 1.45285043037562
"1989" 1.13918546889624 0.89724374520378 1.4279837440605
"1990" 1.11128217934162 0.877537711159517 1.38683694635175
"1991" 1.07559263939503 0.851104860089552 1.34998855362478
"1992" 1.04249672928812 0.825268077670395 1.30207488496458
"1993" 1.01888977004135 0.808502748486396 1.28181606492674
"1994" 1.0118515635896 0.801271328758532 1.27762988446434
"1995" 1.007312845856 0.798172442227819 1.27401008719734
"1996" 1.00327544071517 0.793742485322127 1.26816403764136
"1997" 0.996046316446187 0.783739883394777 1.259691980983
"1998" 0.979792136034863 0.76969016644674 1.24083754274028
"1999" 0.963683795168112 0.755202666015461 1.22873176114638
"2000" 0.947962860234953 0.745536783377905 1.20339661034923
"2001" 0.931783584624264 0.734465734632209 1.17761125684543
"2002" 0.917382101746199 0.722169298378936 1.16157583801345
"2003" 0.90866484223386 0.717989785970829 1.15198377325541
"2004" 0.904606854839392 0.716200973857916 1.14466318931793
"2005" 0.906307281824025 0.718297468907999 1.14676538800412
"2006" 0.901806274768308 0.71255753870022 1.13917360895255
"2007" 0.901292401055206 0.710463115598579 1.13801941756386
"2008" 0.899762696704571 0.709722977902227 1.13194767032169
"2009" 0.901508711069707 0.712511225801358 1.13829790429658
"2010" 0.896261409873693 0.703639485693557 1.13319941220449
"2011" 0.893139395297725 0.701980888280949 1.1284341465113
"2012" 0.878529972452733 0.690988716422714 1.11177638450718
"2013" 0.859542834977864 0.67942990930635 1.08174065159615
"2014" 0.842345620511548 0.667495178628862 1.05857073255719
"2015" 0.841818945593811 0.670111133369071 1.05986852115631
"2016" 0.845479663254494 0.671441038339589 1.07116532734011
"2017" 0.819465330169188 0.633861551770947 1.03625379615558
"2018" 0.833973120963395 0.6487899133938 1.07250049069206
"2019" 0.809282083432592 0.629581505234665 1.04074748906427
"2020" -99 NA NA
"2021" -99 NA NA
