"filename","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"all_canada_pops_poplevel.csv_pops.txt",1,0.0419184145296179,0.00194243071685169,-0.0188196083515787,-0.00872807685056495,0.00691587466936564,0.00757000568245501,0.00158188399387782,-0.00508590768099995,-0.00489742308486453,-0.00157177324226748,0.00254904588280252,0.00768977512835393,0.00328617871623939,-0.00256153903206093,-0.0125638313759328,-0.00294830700902306,-0.00105551464238388,0.00524463622890745,0.0121178055316472,0.0147229212642791,0.0138272168220716,0.0100891439932433,0.00463772586819594,-3.33238091663164e-05,-0.00253227191043549,-0.00132906483122877,0.0015931396678251,0.00429086776320023,0.00172981740538439,-0.000545088815230906,-0.00285816549632225,-0.00458582953095376,-0.000924036400876421,0.00363052379720216,0.00360127074476338,-0.000442547292464072,-0.00574802988847357,-0.00677009961962965,-0.00834380294218649,-0.0107700865960349,-0.0141765284503517,-0.0135731204535982,-0.00994749928385565,-0.00301039468965362,-0.00195243475693506,-0.00174419113290733,-0.00314064752212563,-0.0071455842954075,-0.00719939325551032,-0.00714323349922486,-0.00747626751759491,-0.00676479241423032,-0.00414653793622809,-0.00194385042030374,0.000815595017339707,-0.00216221659082807,-0.000247543328637637,-0.000737725702003033,0.000841943794056933,-0.00253523006002229,-0.00151545151275193,-0.00716266325908972,-0.00948905827730819,-0.00877720221687328,-0.000271626683745312,0.00188447020103959,-0.013572581535167,0.00762146928728392,-0.0130521277864935,NA,NA
